key,en,es,fr,de,pt,th,vi,id,ms,fil,zh
welfare.promo_btn,"""📢 Announcements""","""📢 Anuncios""","""📢 Annonces""","""📢 Ankündigungen""",,"""📢 ข่าวประกาศ""","""📢 Thông báo""",,,,"""📢 活动公告"""
welfare.rules_btn,"""📜 Rules""","""📜 Reglas""","""📜 Règles""","""📜 Regeln""",,"""📜 กติกา""","""📜 Quy tắc""",,,,"""📜 规则说明"""
welfare.signin_already,"""⚠️ Checked in today.""","""⚠️ Ya registraste hoy.""","""⚠️ Déjà validé aujourd’hui.""","""⚠️ Heute bereits eingecheckt.""",,"""⚠️ วันนี้คุณเข้าระบบแล้ว""","""⚠️ Hôm nay bạn đã điểm danh.""",,,,"""⚠️ 今天已签到。"""
welfare.signin_btn,"""✅ Daily check-in""","""✅ Registro diario""","""✅ Connexion quotidienne""","""✅ Täglicher Check-in""",,"""✅ เข้าระบบรายวัน""","""✅ Điểm danh hằng ngày""",,,,"""✅ 每日签到"""
welfare.signin_ok,"""✅ Check-in success, gained {points} points.""","""✅ Completado. +{points} puntos.""","""✅ Succès. +{points} points.""","""✅ Erfolgreich. +{points} Punkte.""",,"""✅ สำเร็จ ได้รับ {points} คะแนน""","""✅ Điểm danh thành công, +{points} điểm.""",,,,"""✅ 签到成功，获得 {points} 积分。"""
welfare.title,"""🎁 Rewards""","""🎁 Centro de beneficios""","""🎁 Centre d’avantages""","""🎁 Vorteilscenter""",,"""🎁 ศูนย์สิทธิพิเศษ""","""🎁 Trung tâm phúc lợi""",,,,"""🎁 福利中心"""
withdraw.address.ask,"""🏦 Enter your {token} receiving address""","""🏦 Introduce tu dirección ({token})""","""🏦 Entre ton adresse ({token})""","""🏦 Bitte deine Auszahlungsadresse ({token}) eingeben""",,"""🏦 ป้อนที่อยู่รับ ({token})""","""🏦 Nhập địa chỉ nhận ({token}) của bạn""",,,,"""🏦 请输入你的收款地址（{token}）"""
withdraw.amount.ask,"""💵 Enter withdrawal amount (decimals allowed)""","""💵 Introduce el importe (se permiten decimales)""","""💵 Entre le montant (décimal accepté)""","""💵 Bitte Betrag eingeben (Dezimal erlaubt)""",,"""💵 ป้อนจำนวนที่ต้องการถอน (รองรับทศนิยม)""","""💵 Nhập số tiền rút (cho phép thập phân)""",,,,"""💵 请输入提现金额（支持小数）"""
withdraw.amount.fee,"""🧾 Fee: {fee} {token} (per tx)""","""🧾 Comisión: {fee} {token} (por operación)""","""🧾 Frais : {fee} {token} (par opération)""","""🧾 Gebühr: {fee} {token} (pro Vorgang)""",,"""🧾 ค่าธรรมเนียม: {fee} {token}""","""🧾 Phí: {fee} {token} (mỗi lần)""",,,,"""🧾 手续费：{fee} {token}（每笔）"""
withdraw.amount.min,"""📉 Minimum {token}: {amount}""","""📉 Mínimo {token}: {amount}""","""📉 Min {token} : {amount}""","""📉 Mindestbetrag {token}: {amount}""",,"""📉 ขั้นต่ำ {token}: {amount}""","""📉 Tối thiểu {token}: {amount}""",,,,"""📉 {token} 最低提现额：{amount}"""
withdraw.balance,"""💼 Balance: {balance} {token}""","""💼 Saldo: {balance} {token}""","""💼 Solde : {balance} {token}""","""💼 Guthaben: {balance} {token}""",,"""💼 ยอดคงเหลือ: {balance} {token}""","""💼 Số dư: {balance} {token}""",,,,"""💼 当前余额：{balance} {token}"""
withdraw.cancel,"""✖️ Cancel""","""✖️ Cancelar""","""✖️ Annuler""","""✖️ Abbrechen""",,"""✖️ ยกเลิก""","""✖️ Hủy""",,,,"""✖️ 取消"""
withdraw.cancelled,"""Cancelled.""","""Operación cancelada.""","""Opération annulée.""","""Vorgang abgebrochen.""",,"""ยกเลิกแล้ว""","""Đã hủy thao tác.""",,,,"""已取消操作。"""
withdraw.choose_token,"""Choose a token""","""Elige la moneda""","""Choisis la devise""","""Währung wählen""",,"""เลือกสกุลเงิน""","""Chọn loại tiền""",,,,"""请选择币种"""
withdraw.confirm,"""✅ Confirm withdrawal""","""✅ Confirmar retiro""","""✅ Confirmer le retrait""","""✅ Auszahlung bestätigen""",,"""✅ ยืนยันการถอน""","""✅ Xác nhận rút""",,,,"""✅ 确认提现"""
withdraw.confirm_page.address,"""🏦 Address: {address}""","""🏦 Dirección: {address}""","""🏦 Adresse : {address}""","""🏦 Adresse: {address}""",,"""🏦 ที่อยู่: {address}""","""🏦 Địa chỉ: {address}""",,,,"""🏦 地址：{address}"""
withdraw.confirm_page.amount,"""💵 Amount: {amount}""","""💵 Importe: {amount}""","""💵 Montant : {amount}""","""💵 Betrag: {amount}""",,"""💵 จำนวน: {amount}""","""💵 Số tiền: {amount}""",,,,"""💵 金额：{amount}"""
withdraw.confirm_page.fee,"""🧾 Fee: {fee}""","""🧾 Comisión: {fee}""","""🧾 Frais : {fee}""","""🧾 Gebühr: {fee}""",,"""🧾 ค่าธรรมเนียม: {fee}""","""🧾 Phí: {fee}""",,,,"""🧾 手续费：{fee}"""
withdraw.confirm_page.title,"""🧧 Confirm withdrawal""","""🧧 Confirma el retiro""","""🧧 Confirme le retrait""","""🧧 Auszahlung bestätigen""",,"""🧧 ยืนยันการถอน""","""🧧 Xác nhận rút tiền""",,,,"""🧧 请确认提现信息"""
withdraw.confirm_page.token,"""🪙 Token: {token}""","""🪙 Moneda: {token}""","""🪙 Devise : {token}""","""🪙 Währung: {token}""",,"""🪙 สกุลเงิน: {token}""","""🪙 Loại tiền: {token}""",,,,"""🪙 币种：{token}"""
withdraw.confirm_page.total,"""💳 Deducted: {total}""","""💳 Cargo total: {total}""","""💳 Débit total : {total}""","""💳 Gesamtbelastung: {total}""",,"""💳 ยอดที่หักจริง: {total}""","""💳 Khấu trừ: {total}""",,,,"""💳 实际扣除：{total}"""
withdraw.errors.bad_address,"""❌ Invalid address.""","""❌ Dirección inválida.""","""❌ Adresse invalide.""","""❌ Ungültige Adresse.""",,"""❌ ที่อยู่ไม่ถูกต้อง""","""❌ Địa chỉ không hợp lệ.""",,,,"""❌ 地址格式不正确，请重新输入。"""
withdraw.errors.insufficient,"""💸 Insufficient balance — reduce amount or top up.""","""💸 Saldo insuficiente. Reduce el importe o recarga.""","""💸 Solde insuffisant. Réduis le montant ou recharge.""","""💸 Unzureichendes Guthaben. Betrag senken oder aufladen.""",,"""💸 ยอดไม่พอ กรุณาเติมเงิน""","""💸 Số dư không đủ. Hãy giảm số tiền hoặc nạp thêm.""",,,,"""💸 余额不足 —— 请减少金额或先充值。"""
withdraw.errors.invalid_amount,"""❌ Invalid amount.""","""❌ Importe inválido.""","""❌ Montant invalide.""","""❌ Ungültiger Betrag.""",,"""❌ จำนวนไม่ถูกต้อง""","""❌ Số tiền không hợp lệ.""",,,,"""❌ 金额格式不正确，请重新输入。"""
withdraw.errors.less_than_min,"""❌ Below minimum.""","""❌ Por debajo del mínimo.""","""❌ En dessous du minimum.""","""❌ Unter dem Mindestbetrag.""",,"""❌ น้อยกว่าขั้นต่ำ""","""❌ Thấp hơn mức tối thiểu.""",,,,"""❌ 低于最低限额，请重新输入。"""
withdraw.fail,"""❌ Submission failed.""","""❌ Error. Inténtalo de nuevo.""","""❌ Échec. Réessaie.""","""❌ Fehlgeschlagen. Später erneut versuchen.""",,"""❌ ล้มเหลว กรุณาลองใหม่""","""❌ Gửi thất bại. Vui lòng thử lại.""",,,,"""❌ 提交失败，请稍后重试。"""
withdraw.success,"""✅ Withdrawal submitted""","""✅ Solicitud de retiro enviada.""","""✅ Demande de retrait soumise.""","""✅ Auszahlungsanfrage übermittelt.""",,"""✅ ส่งคำขอถอนเงินแล้ว""","""✅ Đã gửi yêu cầu rút.""",,,,"""✅ 提现申请已提交"""
withdraw.success_detail,"""• Amount: {amount} {token} (fee {fee})""","""• Importe: {amount} {token} (comisión {fee})""","""• Montant : {amount} {token} (frais {fee})""","""• Betrag: {amount} {token} (Gebühr {fee})""",,"""• จำนวน: {amount} {token} (ค่าธรรมเนียม {fee})""","""• Số tiền: {amount} {token} (phí {fee})""",,,,"""• 金额：{amount} {token}（手续费 {fee}）"""
withdraw.success_next,"""⛓ On-chain transfer will be processed ASAP.""","""⛓ La transferencia en cadena se procesará lo antes posible.""","""⛓ Le transfert on-chain sera traité dès que possible.""","""⛓ On-Chain-Transfer wird baldmöglichst verarbeitet.""",,"""⛓ จะดำเนินการโอนบนเชนโดยเร็ว""","""⛓ Sẽ xử lý chuyển on-chain sớm nhất có thể.""",,,,"""⛓ 将尽快处理链上划转，请耐心等待。"""
withdraw.title,"""🏧 Withdrawal""","""🏧 Retiro""","""🏧 Retrait""","""🏧 Auszahlung""",,"""🏧 ถอนเงิน""","""🏧 Rút tiền""",,,,"""🏧 提现中心"""
